BUILDING TYPE,TOTAL KWH,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,RENTER-OCCUPIED HOUSING UNITS
Commercial,30206.0,73.0,24.0,2.0,86.0,3.48,21.0,21.0
Commercial,54348.0,73.0,24.0,1.0,0.0,3.48,21.0,21.0
Commercial,177947.0,116.0,50.0,1.0,0.0,2.7,43.0,43.0
Residential,152854.0,109.0,47.0,2.0,86.93,2.48,44.0,29.0
Residential,183326.0,122.0,48.0,1.93,76.57,2.71,45.0,30.0
Residential,24293.0,122.0,48.0,1.33,85.67,2.71,45.0,30.0
Residential,182187.0,114.0,45.0,1.93,80.79,2.59,44.0,32.0
Residential,48753.0,114.0,45.0,1.0,82.25,2.59,44.0,32.0
Commercial,14271.0,105.0,49.0,2.0,87.0,2.23,47.0,33.0
Residential,199347.0,105.0,49.0,1.88,76.76,2.23,47.0,33.0
Residential,124345.0,108.0,40.0,2.0,86.0,3.0,36.0,21.0
Residential,109486.0,108.0,40.0,2.0,86.0,3.0,36.0,21.0
Residential,127441.0,59.0,20.0,1.0,84.2,3.11,19.0,2.0
Residential,116838.0,50.0,14.0,1.0,85.0,3.85,13.0,1.0
Residential,135035.0,67.0,26.0,1.11,88.0,2.68,25.0,13.0
Residential,38573.0,67.0,26.0,1.0,88.0,2.68,25.0,13.0
Residential,136386.0,102.0,32.0,1.93,81.71,3.4,30.0,14.0
Residential,116925.0,91.0,37.0,2.0,85.92,2.76,33.0,28.0
Residential,142827.0,63.0,32.0,2.0,88.0,2.33,27.0,17.0
Residential,56089.0,51.0,23.0,2.0,88.67,2.83,18.0,9.0
Residential,53973.0,51.0,23.0,1.17,88.33,2.83,18.0,9.0
Commercial,270170.0,17.0,6.0,1.25,46.25,2.83,6.0,6.0
Commercial,316945.0,35.0,9.0,1.33,31.67,3.89,9.0,9.0
Commercial,91090.0,8.0,3.0,1.25,28.0,2.67,3.0,3.0
Residential,102965.0,58.0,15.0,1.0,83.0,3.87,15.0,3.0
Residential,106542.0,73.0,25.0,2.0,68.1,3.32,22.0,6.0
Residential,40287.0,73.0,25.0,2.0,68.67,3.32,22.0,6.0
Residential,150786.0,80.0,24.0,1.0,75.94,3.64,22.0,6.0
Residential,195391.0,108.0,30.0,1.11,76.58,3.6,30.0,15.0
Residential,143119.0,85.0,24.0,1.2,78.47,4.05,21.0,6.0
Residential,45362.0,146.0,51.0,1.5,41.5,2.98,49.0,21.0
Residential,188696.0,146.0,51.0,1.15,67.56,2.98,49.0,21.0
Residential,76304.0,143.0,51.0,2.0,55.67,3.18,45.0,18.0
Residential,181350.0,143.0,51.0,1.2,60.95,3.18,45.0,18.0
Residential,62212.0,109.0,40.0,1.75,53.25,3.11,35.0,9.0
Residential,244435.0,109.0,40.0,1.44,69.37,3.11,35.0,9.0
Residential,32886.0,51.0,20.0,2.0,103.33,2.55,20.0,2.0
Residential,75388.0,51.0,20.0,1.33,80.89,2.55,20.0,2.0
Residential,50818.0,41.0,19.0,2.0,98.0,2.28,18.0,4.0
Residential,94828.0,41.0,19.0,1.36,61.0,2.28,18.0,4.0
Commercial,16938.0,40.0,16.0,1.0,0.0,2.5,16.0,11.0
Residential,52516.0,40.0,16.0,2.0,86.67,2.5,16.0,11.0
Residential,21995.0,40.0,16.0,2.0,82.0,2.5,16.0,11.0
Residential,106685.0,45.0,12.0,1.13,75.63,3.75,12.0,4.0
Residential,76079.0,38.0,8.0,1.43,68.29,4.75,8.0,2.0
Residential,84991.0,40.0,12.0,1.13,81.13,3.33,12.0,3.0
Residential,136121.0,96.0,32.0,1.89,74.33,3.0,32.0,18.0
Residential,33113.0,96.0,32.0,1.0,83.6,3.0,32.0,18.0
Commercial,101706.0,112.0,41.0,1.0,58.67,2.8,40.0,29.0
Residential,193372.0,112.0,41.0,2.0,84.0,2.8,40.0,29.0
Residential,187047.0,100.0,37.0,2.0,84.0,2.86,35.0,23.0
Residential,166727.0,79.0,29.0,2.0,81.21,2.82,28.0,11.0
Residential,120076.0,51.0,13.0,1.08,77.0,3.92,13.0,0.0
Residential,158339.0,69.0,21.0,1.0,83.0,3.45,20.0,4.0
Commercial,68645.0,42.0,27.0,1.33,67.0,1.56,27.0,27.0
Residential,190471.0,76.0,20.0,1.15,75.45,3.8,20.0,0.0
Residential,158995.0,77.0,23.0,1.06,70.0,3.85,20.0,2.0
Residential,172082.0,56.0,18.0,1.47,65.59,3.29,17.0,1.0
Residential,134740.0,54.0,21.0,1.33,57.56,2.57,21.0,3.0
Residential,154842.0,50.0,20.0,2.0,59.95,2.63,19.0,0.0
Residential,129629.0,57.0,24.0,2.0,65.18,2.48,23.0,6.0
Residential,191372.0,79.0,20.0,1.05,57.4,3.95,20.0,2.0
Residential,147808.0,47.0,19.0,1.11,57.22,2.61,18.0,0.0
Residential,188013.0,73.0,21.0,1.47,61.68,3.65,20.0,0.0
Residential,148879.0,41.0,20.0,1.53,61.74,2.28,18.0,2.0
Residential,134086.0,55.0,18.0,1.88,66.12,3.06,18.0,0.0
Residential,106545.0,49.0,20.0,2.0,67.0,2.45,20.0,1.0
Residential,57876.0,49.0,20.0,2.0,62.83,2.45,20.0,1.0
Residential,147799.0,53.0,19.0,1.06,56.61,2.79,19.0,2.0
Residential,159784.0,57.0,20.0,1.0,59.55,3.17,18.0,1.0
Residential,177384.0,57.0,19.0,1.28,54.72,3.17,18.0,2.0
Residential,155062.0,64.0,19.0,1.63,65.26,3.37,19.0,2.0
Residential,197258.0,48.0,20.0,1.85,68.2,2.53,19.0,1.0
Residential,164506.0,38.0,17.0,1.76,63.06,2.24,17.0,1.0
Residential,153211.0,58.0,17.0,1.44,60.06,3.41,17.0,1.0
Residential,150562.0,42.0,17.0,1.47,59.71,2.47,17.0,0.0
Residential,165536.0,58.0,22.0,1.33,76.17,2.76,21.0,0.0
Residential,192920.0,58.0,21.0,1.24,72.38,2.76,21.0,0.0
Residential,62542.0,77.0,31.0,2.0,83.5,2.66,29.0,14.0
Residential,49519.0,77.0,31.0,1.14,77.0,2.66,29.0,14.0
Residential,79762.0,94.0,33.0,1.83,80.83,2.94,32.0,13.0
Residential,91269.0,94.0,33.0,1.0,82.1,2.94,32.0,13.0
Residential,85059.0,61.0,28.0,1.83,64.67,2.26,27.0,11.0
Residential,97100.0,61.0,28.0,1.25,77.0,2.26,27.0,11.0
Residential,173243.0,62.0,22.0,1.0,77.78,2.95,21.0,3.0
Residential,217847.0,77.0,23.0,1.31,78.69,3.5,22.0,4.0
Residential,114751.0,102.0,36.0,1.88,54.63,2.91,35.0,18.0
Residential,68171.0,102.0,36.0,1.29,61.14,2.91,35.0,18.0
Residential,168128.0,53.0,19.0,1.95,65.42,2.94,18.0,0.0
Residential,153650.0,42.0,15.0,1.8,66.2,2.8,15.0,0.0
Residential,162339.0,28.0,15.0,1.79,66.79,1.87,15.0,0.0
Residential,172799.0,42.0,17.0,1.65,67.53,2.47,17.0,0.0
Residential,154158.0,35.0,17.0,1.65,67.59,2.33,15.0,0.0
Residential,147645.0,36.0,15.0,1.8,65.27,2.57,14.0,2.0
Residential,152124.0,48.0,18.0,1.56,66.44,2.67,18.0,4.0
Residential,181041.0,67.0,30.0,1.04,4.07,2.39,28.0,0.0
Residential,102740.0,35.0,14.0,1.25,51.92,2.5,14.0,0.0
Residential,109382.0,36.0,14.0,1.07,67.71,2.57,14.0,0.0
Residential,116330.0,37.0,14.0,1.5,66.21,2.64,14.0,0.0
Residential,151869.0,48.0,15.0,1.5,68.93,3.2,15.0,1.0
Residential,132643.0,41.0,13.0,1.46,71.08,3.15,13.0,1.0
Residential,105134.0,39.0,12.0,1.42,68.25,3.25,12.0,0.0
Residential,146622.0,36.0,13.0,1.85,62.54,2.77,13.0,1.0
Residential,108005.0,31.0,13.0,1.42,68.17,2.38,13.0,1.0
Residential,166570.0,34.0,12.0,1.31,70.77,2.83,12.0,0.0
Residential,122757.0,34.0,12.0,1.09,78.73,2.83,12.0,1.0
Residential,120881.0,49.0,13.0,1.0,71.1,3.77,13.0,3.0
Commercial,33399.0,50.0,29.0,1.67,1.0,1.85,27.0,15.0
Residential,119136.0,50.0,29.0,1.63,39.63,1.85,27.0,15.0
Residential,52397.0,50.0,29.0,1.29,82.0,1.85,27.0,15.0
Residential,70722.0,58.0,19.0,1.8,61.2,3.05,19.0,7.0
Residential,88025.0,58.0,19.0,1.67,82.17,3.05,19.0,7.0
Residential,182729.0,65.0,29.0,2.0,56.0,2.41,27.0,20.0
Commercial,54486.0,49.0,21.0,1.67,66.67,2.33,21.0,4.0
Residential,161385.0,46.0,15.0,1.33,57.87,3.07,15.0,0.0
Residential,180106.0,67.0,19.0,1.39,66.78,3.53,19.0,2.0
Residential,240370.0,61.0,21.0,1.1,71.33,3.05,20.0,0.0
Residential,159520.0,44.0,17.0,1.0,75.31,2.75,16.0,1.0
Residential,171988.0,67.0,19.0,1.28,73.17,3.53,19.0,0.0
Residential,160406.0,52.0,19.0,1.21,75.0,2.89,18.0,0.0
Residential,169267.0,47.0,18.0,1.72,70.28,2.61,18.0,0.0
Residential,155744.0,45.0,16.0,1.38,68.81,2.81,16.0,0.0
Residential,152080.0,51.0,20.0,1.63,64.74,2.83,18.0,0.0
Residential,199568.0,46.0,15.0,1.27,65.73,3.07,15.0,0.0
Residential,23240.0,48.0,15.0,1.5,63.0,3.2,15.0,0.0
Residential,147583.0,48.0,15.0,1.54,63.46,3.2,15.0,0.0
Residential,117133.0,22.0,12.0,1.5,62.1,2.44,9.0,0.0
Residential,96760.0,23.0,8.0,1.63,68.0,2.88,8.0,1.0
Commercial,112864.0,50.0,16.0,1.17,46.5,3.33,15.0,3.0
Residential,18088.0,50.0,16.0,2.0,69.0,3.33,15.0,3.0
Residential,88262.0,50.0,16.0,1.36,57.91,3.33,15.0,3.0
Residential,174153.0,49.0,14.0,1.2,68.67,3.5,14.0,0.0
Residential,141251.0,33.0,11.0,1.0,65.1,3.0,11.0,0.0
Residential,64051.0,22.0,12.0,1.25,75.83,2.0,11.0,0.0
Residential,118612.0,31.0,12.0,1.18,71.91,2.58,12.0,0.0
Residential,112625.0,40.0,15.0,1.08,69.25,2.86,14.0,0.0
Residential,96957.0,35.0,13.0,1.45,65.09,3.18,11.0,1.0
Residential,98797.0,27.0,13.0,1.5,57.42,2.25,12.0,2.0
Commercial,253552.0,1.0,3.0,2.0,60.25,1.0,1.0,1.0
Commercial,187235.0,41.0,19.0,1.25,58.0,2.16,19.0,4.0
Commercial,323003.0,6.0,1.0,1.57,41.71,6.0,1.0,1.0
Residential,205425.0,34.0,10.0,1.48,44.52,3.4,10.0,1.0
Residential,55580.0,35.0,9.0,1.0,57.71,3.89,9.0,0.0
Residential,110407.0,46.0,14.0,1.17,52.58,3.54,13.0,1.0
Residential,115155.0,47.0,13.0,1.0,49.58,3.62,13.0,2.0
Residential,97040.0,38.0,14.0,1.23,69.69,2.71,14.0,2.0
Residential,178084.0,52.0,17.0,1.35,64.41,3.06,17.0,1.0
Residential,148732.0,59.0,20.0,1.35,72.6,2.95,20.0,1.0
Residential,176889.0,57.0,18.0,1.17,71.78,3.17,18.0,0.0
Residential,121577.0,37.0,12.0,1.5,70.92,3.08,12.0,0.0
Residential,153606.0,38.0,13.0,1.36,63.14,2.92,13.0,0.0
Residential,140076.0,44.0,13.0,1.23,68.23,3.38,13.0,1.0
Residential,162361.0,46.0,13.0,1.29,68.36,3.54,13.0,1.0
Residential,57090.0,54.0,25.0,2.0,75.5,2.57,21.0,9.0
Residential,59129.0,54.0,25.0,1.38,62.63,2.57,21.0,9.0
Residential,134628.0,56.0,18.0,1.29,61.07,3.5,16.0,3.0
Residential,142877.0,43.0,15.0,1.21,64.14,3.07,14.0,0.0
Residential,222255.0,66.0,22.0,1.63,60.81,3.3,20.0,2.0
Residential,187628.0,70.0,21.0,1.41,63.65,3.89,18.0,1.0
Residential,18096.0,52.0,19.0,2.0,74.0,2.89,18.0,1.0
Residential,139753.0,52.0,19.0,1.63,67.06,2.89,18.0,1.0
Residential,217374.0,55.0,18.0,1.0,75.0,3.06,18.0,2.0
Residential,225203.0,56.0,18.0,1.17,73.56,3.11,18.0,0.0
Residential,133127.0,36.0,15.0,1.0,68.92,2.4,15.0,0.0
Residential,21734.0,42.0,14.0,2.0,89.0,3.0,14.0,5.0
Residential,113904.0,42.0,14.0,1.27,88.18,3.0,14.0,5.0
Residential,103525.0,39.0,15.0,1.29,65.29,2.79,14.0,2.0
Residential,97764.0,34.0,16.0,1.8,72.1,2.43,14.0,1.0
Residential,108468.0,44.0,12.0,1.44,82.0,3.67,12.0,0.0
Residential,81313.0,31.0,11.0,1.63,80.75,2.82,11.0,1.0
Residential,91948.0,28.0,13.0,1.31,76.0,2.33,12.0,1.0
Residential,122530.0,27.0,13.0,1.46,78.23,2.45,11.0,2.0
Residential,88818.0,31.0,12.0,1.18,68.82,2.58,12.0,1.0
Residential,93679.0,39.0,17.0,1.36,74.43,2.44,16.0,6.0
Residential,92091.0,37.0,11.0,1.0,63.63,3.36,11.0,1.0
Residential,110340.0,39.0,19.0,1.75,46.88,2.05,19.0,14.0
Residential,142804.0,47.0,17.0,1.39,56.28,2.94,16.0,0.0
Residential,128357.0,36.0,14.0,1.08,73.15,2.57,14.0,1.0
Residential,105351.0,39.0,15.0,1.33,69.6,2.79,14.0,0.0
Residential,101715.0,39.0,15.0,1.27,64.2,2.79,14.0,1.0
Residential,135116.0,41.0,15.0,1.0,71.53,2.73,15.0,1.0
Residential,91041.0,35.0,14.0,1.33,68.92,2.5,14.0,0.0
Residential,63122.0,24.0,8.0,1.0,55.86,3.43,7.0,0.0
Residential,43957.0,19.0,7.0,1.0,55.0,3.17,6.0,0.0
Residential,14543.0,17.0,7.0,1.33,67.33,3.4,5.0,3.0
Residential,51552.0,22.0,7.0,1.0,54.33,3.14,7.0,1.0
Commercial,258371.0,99.0,55.0,3.0,59.5,1.87,53.0,21.0
Residential,36254.0,99.0,55.0,2.0,59.0,1.87,53.0,21.0
Residential,53125.0,20.0,6.0,1.13,85.13,3.33,6.0,0.0
Commercial,65214.0,72.0,30.0,1.0,1.33,2.4,30.0,1.0
Residential,67742.0,72.0,30.0,1.0,0.0,2.4,30.0,1.0
Residential,76953.0,30.0,13.0,1.8,69.2,3.0,10.0,0.0
Residential,29207.0,32.0,11.0,1.0,85.0,3.56,9.0,1.0
Residential,57156.0,32.0,11.0,1.0,85.0,3.56,9.0,1.0
Residential,85945.0,32.0,9.0,1.0,81.13,3.56,9.0,0.0
Residential,84984.0,27.0,10.0,1.38,89.63,2.7,10.0,1.0
Residential,38925.0,24.0,8.0,2.0,103.0,3.0,8.0,2.0
Residential,91829.0,58.0,16.0,1.11,64.33,3.87,15.0,5.0
Residential,14277.0,24.0,8.0,1.0,70.0,3.0,8.0,2.0
Residential,73116.0,18.0,8.0,1.25,66.25,2.25,8.0,0.0
Residential,76942.0,81.0,39.0,2.0,67.38,2.25,36.0,30.0
Residential,138723.0,51.0,16.0,1.27,79.0,3.64,14.0,0.0
Residential,149856.0,57.0,19.0,1.21,60.29,3.56,16.0,1.0
Residential,113848.0,46.0,15.0,1.07,71.5,3.07,15.0,2.0
Commercial,131340.0,249.0,131.0,1.0,0.0,2.01,124.0,13.0
Commercial,300299.0,249.0,131.0,3.0,16.0,2.01,124.0,13.0
Commercial,40610.0,194.0,96.0,3.0,36.0,2.11,92.0,62.0
Residential,106590.0,39.0,13.0,1.36,61.36,3.0,13.0,1.0
Residential,19981.0,58.0,16.0,2.0,82.0,3.87,15.0,5.0
Residential,109365.0,33.0,12.0,1.54,68.15,2.75,12.0,2.0
Residential,99500.0,32.0,13.0,1.25,49.67,2.46,13.0,0.0
Residential,53590.0,33.0,11.0,1.13,57.75,3.3,10.0,3.0
Residential,29920.0,12.0,6.0,1.2,57.4,2.0,6.0,2.0
Residential,89124.0,25.0,12.0,1.44,56.22,2.78,9.0,0.0
Residential,97596.0,27.0,11.0,1.25,64.67,2.45,11.0,1.0
Residential,55516.0,25.0,13.0,1.7,64.9,2.27,11.0,0.0
Commercial,833865.0,7.0,4.0,1.0,4.5,1.75,4.0,0.0
Residential,133434.0,45.0,13.0,1.58,61.58,3.75,12.0,1.0
Residential,111206.0,31.0,13.0,1.58,63.67,2.38,13.0,1.0
Residential,177006.0,50.0,16.0,1.4,69.73,3.33,15.0,0.0
Residential,127958.0,42.0,13.0,1.42,57.5,3.23,13.0,0.0
Residential,175032.0,51.0,17.0,1.07,56.93,3.19,16.0,2.0
Residential,183121.0,51.0,16.0,1.5,60.43,3.19,16.0,2.0
Residential,25007.0,48.0,18.0,2.0,75.5,2.67,18.0,5.0
Residential,153083.0,48.0,18.0,1.58,61.58,2.67,18.0,5.0
Residential,77739.0,60.0,26.0,1.4,90.8,3.16,19.0,12.0
Residential,113398.0,18.0,10.0,1.2,23.8,2.0,9.0,0.0
Residential,27576.0,58.0,37.0,1.0,0.0,2.52,23.0,20.0
Residential,118810.0,58.0,37.0,1.0,84.0,2.52,23.0,20.0
Residential,49307.0,127.0,34.0,2.0,83.75,4.54,28.0,14.0
Residential,156165.0,127.0,34.0,1.08,91.92,4.54,28.0,14.0
Residential,129835.0,60.0,21.0,1.14,84.5,3.16,19.0,3.0
Residential,103991.0,37.0,14.0,1.0,90.92,2.85,13.0,2.0
Residential,132667.0,49.0,14.0,1.0,89.57,4.08,12.0,1.0
Residential,140608.0,56.0,15.0,1.0,89.71,4.0,14.0,0.0
Residential,130755.0,58.0,15.0,1.0,88.5,4.14,14.0,2.0
Residential,125301.0,49.0,14.0,1.0,89.07,3.5,14.0,1.0
Residential,155346.0,74.0,24.0,1.28,89.11,3.52,21.0,7.0
Residential,159604.0,70.0,17.0,1.12,81.76,4.12,17.0,2.0
Residential,119336.0,104.0,28.0,2.0,87.22,3.85,27.0,13.0
Residential,107662.0,104.0,28.0,1.25,88.5,3.85,27.0,13.0
Residential,114007.0,42.0,19.0,1.13,83.94,2.63,16.0,2.0
Residential,63312.0,92.0,41.0,2.0,91.17,2.88,32.0,16.0
Residential,92782.0,92.0,41.0,1.3,93.9,2.88,32.0,16.0
Residential,93225.0,112.0,25.0,2.0,92.33,4.48,25.0,11.0
Residential,148593.0,112.0,25.0,1.5,91.17,4.48,25.0,11.0
Commercial,23952.0,60.0,26.0,1.5,93.0,3.16,19.0,12.0
Residential,29595.0,60.0,26.0,1.75,87.0,3.16,19.0,12.0
Residential,174787.0,64.0,19.0,1.06,88.89,3.37,19.0,0.0
Residential,32857.0,63.0,22.0,2.0,90.0,3.32,19.0,4.0
Residential,134473.0,63.0,22.0,1.17,88.5,3.32,19.0,4.0
Residential,145110.0,97.0,26.0,1.92,89.67,4.22,23.0,9.0
Residential,66113.0,97.0,26.0,1.0,88.0,4.22,23.0,9.0
Residential,59734.0,35.0,11.0,2.0,88.67,3.18,11.0,5.0
Residential,48948.0,35.0,11.0,1.57,90.71,3.18,11.0,5.0
Residential,126833.0,86.0,31.0,2.0,87.36,2.77,31.0,21.0
Residential,22772.0,86.0,31.0,1.33,94.67,2.77,31.0,21.0
Commercial,144519.0,38.0,9.0,2.0,31.0,4.75,8.0,1.0
Residential,50694.0,38.0,9.0,1.17,89.0,4.75,8.0,1.0
Residential,143328.0,65.0,18.0,1.29,94.0,3.61,18.0,4.0
Residential,50971.0,107.0,49.0,2.0,88.0,2.38,45.0,26.0
Residential,143651.0,107.0,49.0,1.45,81.27,2.38,45.0,26.0
Residential,53682.0,70.0,27.0,2.0,95.0,3.04,23.0,15.0
Residential,79926.0,70.0,27.0,1.25,90.75,3.04,23.0,15.0
Residential,41436.0,79.0,23.0,2.0,90.67,3.95,20.0,7.0
Residential,109138.0,79.0,23.0,1.36,97.91,3.95,20.0,7.0
Residential,95032.0,45.0,18.0,1.21,86.07,2.5,18.0,4.0
Residential,80609.0,87.0,26.0,2.0,76.0,3.48,25.0,11.0
Residential,143321.0,87.0,26.0,1.36,91.27,3.48,25.0,11.0
Residential,183675.0,70.0,18.0,1.11,90.28,4.12,17.0,2.0
Residential,132689.0,52.0,18.0,1.0,89.39,2.89,18.0,0.0
Residential,158307.0,60.0,18.0,1.12,89.94,3.53,17.0,2.0
Residential,193957.0,70.0,18.0,1.0,84.12,4.12,17.0,1.0
Residential,189353.0,88.0,18.0,1.56,91.69,4.89,18.0,2.0
Residential,157068.0,62.0,20.0,1.21,91.29,3.88,16.0,0.0
Residential,126227.0,79.0,19.0,1.0,90.56,4.39,18.0,4.0
Residential,218129.0,116.0,59.0,2.0,81.72,2.32,50.0,33.0
Residential,211749.0,97.0,43.0,2.27,86.6,2.62,37.0,29.0
Residential,22543.0,84.0,21.0,2.0,90.33,4.2,20.0,5.0
Residential,113987.0,84.0,21.0,1.33,91.0,4.2,20.0,5.0
Residential,130333.0,94.0,29.0,2.0,90.9,3.62,26.0,11.0
Residential,35457.0,94.0,29.0,1.0,91.0,3.62,26.0,11.0
Residential,112003.0,54.0,16.0,1.38,92.92,4.15,13.0,4.0
Residential,102505.0,66.0,28.0,2.0,77.0,2.87,23.0,11.0
Residential,59228.0,59.0,24.0,1.86,85.0,2.81,21.0,8.0
Residential,73036.0,59.0,24.0,1.5,89.17,2.81,21.0,8.0
Residential,127614.0,49.0,16.0,1.21,91.64,3.06,16.0,2.0
Residential,171481.0,74.0,15.0,1.5,93.71,5.29,14.0,0.0
Commercial,64754.0,34.0,14.0,1.5,46.5,2.43,14.0,14.0
Commercial,99184.0,14.0,7.0,1.33,29.0,3.5,4.0,4.0
Residential,107277.0,37.0,14.0,1.0,89.85,2.64,14.0,1.0
Residential,144836.0,52.0,14.0,1.08,84.31,3.71,14.0,1.0
Residential,150546.0,54.0,17.0,1.0,91.82,3.18,17.0,1.0
Residential,155984.0,68.0,18.0,1.0,89.41,4.0,17.0,3.0
Residential,131843.0,40.0,17.0,1.06,89.0,2.86,14.0,0.0
Residential,136671.0,41.0,13.0,1.23,88.46,3.42,12.0,0.0
Residential,161826.0,58.0,31.0,2.0,87.46,2.15,27.0,11.0
Residential,150864.0,87.0,33.0,2.0,88.08,2.81,31.0,16.0
Residential,144667.0,61.0,15.0,1.0,90.57,4.36,14.0,4.0
Residential,62614.0,20.0,8.0,1.0,90.33,2.86,7.0,1.0
Residential,116674.0,121.0,40.0,1.88,71.25,3.1,39.0,28.0
Residential,20054.0,121.0,40.0,1.67,87.67,3.1,39.0,28.0
Residential,211343.0,109.0,42.0,2.0,86.29,2.73,40.0,28.0
Residential,133674.0,61.0,18.0,1.2,88.0,3.59,17.0,2.0
Residential,190834.0,78.0,18.0,1.11,87.5,4.33,18.0,1.0
Residential,181481.0,69.0,18.0,1.11,87.94,4.06,17.0,0.0
Residential,142780.0,71.0,18.0,1.18,85.24,4.44,16.0,4.0
Commercial,81608.0,115.0,38.0,2.0,56.67,3.19,36.0,24.0
Residential,50081.0,115.0,38.0,2.33,84.67,3.19,36.0,24.0
Residential,98261.0,115.0,38.0,1.36,85.64,3.19,36.0,24.0
Residential,37895.0,87.0,43.0,1.8,56.6,3.35,26.0,24.0
Commercial,139942.0,56.0,23.0,1.25,21.5,3.29,17.0,16.0
Residential,99211.0,48.0,15.0,1.23,90.85,3.2,15.0,2.0
Residential,124773.0,95.0,29.0,1.9,79.5,3.52,27.0,16.0
Residential,18274.0,95.0,29.0,1.25,91.25,3.52,27.0,16.0
Residential,106378.0,83.0,32.0,1.86,77.43,3.61,23.0,12.0
Residential,56955.0,83.0,32.0,1.0,80.38,3.61,23.0,12.0
Residential,53813.0,66.0,35.0,1.86,69.43,2.36,28.0,16.0
Residential,91496.0,66.0,35.0,1.27,76.36,2.36,28.0,16.0
Residential,142759.0,79.0,34.0,2.0,88.0,2.93,27.0,11.0
Residential,46980.0,79.0,34.0,1.4,90.8,2.93,27.0,11.0
Residential,182338.0,154.0,54.0,2.0,88.67,3.08,50.0,28.0
Residential,107522.0,70.0,19.0,1.0,91.36,4.12,17.0,6.0
Residential,33899.0,55.0,18.0,2.0,85.5,3.44,16.0,4.0
Residential,113662.0,55.0,18.0,1.0,89.4,3.44,16.0,4.0
Residential,200427.0,113.0,39.0,1.93,84.5,3.05,37.0,28.0
Residential,104708.0,88.0,36.0,1.88,77.75,2.67,33.0,16.0
Residential,79630.0,88.0,36.0,1.44,87.44,2.67,33.0,16.0
Residential,138168.0,129.0,53.0,2.0,86.0,2.63,49.0,30.0
Residential,46909.0,129.0,53.0,1.2,95.0,2.63,49.0,30.0
Residential,206134.0,132.0,47.0,2.0,50.21,2.87,46.0,37.0
Residential,24311.0,132.0,47.0,1.0,51.0,2.87,46.0,37.0
Residential,97707.0,96.0,36.0,2.0,50.25,2.82,34.0,22.0
Residential,53577.0,96.0,36.0,1.71,50.71,2.82,34.0,22.0
Residential,81968.0,30.0,11.0,1.83,59.67,2.73,11.0,9.0
Residential,80501.0,52.0,27.0,2.0,84.0,2.36,22.0,15.0
Residential,178654.0,141.0,64.0,2.0,85.71,2.56,55.0,41.0
Residential,37059.0,158.0,72.0,2.0,85.0,2.32,68.0,58.0
Residential,328839.0,158.0,72.0,1.91,74.48,2.32,68.0,58.0
Residential,47813.0,158.0,72.0,1.67,84.17,2.32,68.0,58.0
Residential,54409.0,30.0,12.0,2.0,84.6,2.73,11.0,6.0
Residential,58286.0,19.0,11.0,2.0,84.0,2.11,9.0,4.0
Residential,52546.0,92.0,32.0,2.0,84.0,3.41,27.0,24.0
Residential,49727.0,79.0,31.0,1.83,70.5,2.82,28.0,23.0
Residential,83447.0,33.0,13.0,2.0,83.43,2.75,12.0,8.0
Residential,17031.0,33.0,13.0,1.0,80.67,2.75,12.0,8.0
Residential,49868.0,14.0,9.0,2.0,84.2,2.0,7.0,5.0
Residential,63399.0,57.0,29.0,2.0,84.83,2.85,20.0,16.0
Residential,167448.0,96.0,35.0,1.92,77.08,3.2,30.0,17.0
Residential,105780.0,55.0,28.0,2.0,84.0,2.29,24.0,16.0
Residential,49047.0,36.0,17.0,1.75,75.5,2.25,16.0,12.0
Commercial,44034.0,34.0,15.0,1.0,0.0,2.62,13.0,12.0
Residential,73682.0,54.0,30.0,2.0,86.0,2.16,25.0,22.0
Residential,230158.0,111.0,43.0,1.93,76.2,2.85,39.0,27.0
Residential,113030.0,93.0,35.0,1.9,87.2,3.1,30.0,15.0
Residential,57544.0,93.0,35.0,1.13,90.13,3.1,30.0,15.0
Residential,107285.0,52.0,23.0,1.89,80.89,2.48,21.0,13.0
Residential,26908.0,48.0,19.0,1.5,45.5,2.82,17.0,14.0
Residential,52604.0,55.0,11.0,1.2,86.0,5.0,11.0,4.0
Residential,34884.0,105.0,27.0,2.0,92.5,4.38,24.0,5.0
Residential,180964.0,105.0,27.0,1.33,90.06,4.38,24.0,5.0
Residential,240006.0,111.0,42.0,1.94,79.12,2.85,39.0,26.0
Residential,239259.0,152.0,48.0,2.0,84.83,3.53,43.0,33.0
Residential,43727.0,67.0,23.0,2.0,97.5,3.05,22.0,7.0
Residential,102095.0,67.0,23.0,1.27,89.87,3.05,22.0,7.0
Residential,84582.0,28.0,16.0,1.83,76.5,2.0,14.0,9.0
Residential,21042.0,21.0,7.0,1.67,95.0,3.0,7.0,4.0
Residential,4804.0,20.0,22.0,1.5,43.0,2.86,7.0,7.0
Commercial,23292.0,46.0,12.0,1.0,0.0,3.83,12.0,7.0
Residential,74718.0,46.0,12.0,1.2,39.8,3.83,12.0,7.0
Residential,18619.0,46.0,12.0,1.67,102.67,3.83,12.0,7.0
Commercial,307454.0,85.0,37.0,1.25,36.0,3.04,28.0,26.0
Residential,51130.0,85.0,37.0,2.0,55.67,3.04,28.0,26.0
Commercial,80009.0,52.0,16.0,1.0,0.0,3.25,16.0,12.0
